,Player_Name,Height,Weight,Age,Preferred_foot,overall_score,potential_score,Ball_Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping,Weekly_Wage,Market_Value
2454,Kamil Grosicki,180,78,32,Right,74,74,73.5,28,60.4,70.33,70.86,72.12,13.2,60000,3300000
2455,Fabricio,184,80,32,Right,74,74,30,15.67,40.2,33,54.29,20.5,72.8,55000,2100000
2456,Kiko Casilla,190,86,33,Right,74,74,24.5,17.33,41.8,28.67,55,22.38,73,55000,1400000
2457,Nabil Dirar,187,79,34,Right,74,74,77.5,57.67,71,69,74.71,62.25,10,49000,2000000
2458,Gustav Svensson,184,77,33,Right,74,74,67,71.33,70.2,64.33,58.71,48.75,12,7300,2100000
2459,Mossoró,170,67,37,Right,74,74,75.5,44.33,69.8,73.33,67.71,70.25,12.4,16000,1400000
2460,Jozy Altidore,183,79,30,Right,74,74,70.5,24.33,65,54.33,68.14,73.12,12.6,8700,4100000
2461,Glenn Murray,183,80,37,Right,74,74,68,32,82,82,82,68.25,12.4,37000,1400000
2462,Mario Suárez,188,80,33,Right,74,74,72,69.33,72.4,71.33,56.71,65,12.2,7200,2100000
2463,Diego Buonanotte,161,57,32,Left,74,74,77,28,52.4,71,70.57,66.25,13.8,15500,3300000
2464,Lorenzo De Silvestri,186,84,32,Right,74,74,74.5,74,73.2,76.33,69.57,65.38,12.8,27000,3300000
2465,Felix Bastians,188,84,32,Left,74,74,55.5,75.67,69.4,70.67,68.14,65,10.2,11000,2700000
2466,Shane Long,178,70,33,Right,74,74,72.5,27.33,68.2,62,76.71,65.25,11,46000,2700000
2467,Emiliano Viviano,195,90,34,Left,74,74,20,16.33,34,28.33,40.14,20.62,73.4,10000,725000
2468,Marcelo Grohe,188,82,33,Right,74,74,17,13.67,44.6,22.33,39.86,19.25,72.8,23500,1400000
2469,Danilo,185,75,36,Right,74,74,53,78.67,65.8,52,51.86,43.12,8.2,17500,750000
2470,Cássio,186,79,40,Right,74,74,17,16.33,41.4,19.33,46.14,18.5,72.4,9600,110000
2471,Gustavo Cabral,184,76,34,Right,74,74,55,75.67,69,52.33,53.71,42.12,9.4,14500,1400000
2472,Ismael Sosa,178,71,33,Right,74,74,74.5,41,66.6,68,73,65.25,11.2,16000,2600000
2473,Jakub Błaszczykowski,175,67,34,Right,74,74,76,58.67,73,73,73,69,11.8,5800,2000000
2474,Bradley Wright-Phillips,173,75,35,Right,74,74,68.5,35,69.6,55.33,67.43,68,10.8,6600,1800000
2475,Adriano,172,75,35,Left,74,74,76.5,75,74.4,74,68.29,67.25,13.4,7700,1300000
2476,Sergio,180,75,34,Right,74,74,17,15,38.8,32.33,48.14,19,73.2,14500,1400000
2477,Stéphane Sessègnon,172,72,36,Right,74,74,77.5,60,73.8,73,75.14,69.88,11.2,12000,1400000
2478,Daniel Congré,185,80,35,Right,74,74,65.5,76.67,66,67.33,58.14,34.38,9.6,17500,1100000
2479,David Limberský,181,83,36,Right,74,74,71,73,75.4,70.67,74,66,10.8,10000,925000
2480,Karim El Ahmadi,181,78,35,Right,74,74,72.5,71.33,72.8,69,67.43,62,12.2,21000,1200000
2481,Christian Gentner,189,81,35,Right,74,74,71,74.33,74.6,72.67,50.71,70.75,11.4,25500,1900000
2482,Salva Sevilla,178,71,36,Right,74,74,74.5,43.33,65.2,79,50.43,71,12,6800,1300000
2483,Alfredo Talavera,188,82,38,Right,74,74,15.5,17.67,70,28.33,59.14,22.38,70,6100,110000
2484,Guillaume Hoarau,192,85,36,Right,74,74,70,40,64.6,67.67,57.86,73.5,9,22500,1400000
2485,Darío Cvitanich,177,70,36,Right,74,74,73,32.33,68,68.67,64,72.12,13,13500,1400000
2486,Christian Maggio,184,79,38,Right,74,74,72,73,71.6,72.67,73.57,67.38,8.6,10500,925000
2487,Klaas-Jan Huntelaar,186,83,37,Right,74,74,65,29.33,68.6,58,57.71,73.5,9,11500,1400000
2488,Rubén,188,79,36,Right,74,74,17.5,13.33,38,25,52.43,22,73.4,12500,110000
2489,Arda Turan,177,76,33,Right,74,74,76.5,64,74.6,77,60.86,72,10.4,49000,2600000
2490,Ragnar Klavan,187,78,34,Left,74,74,62,76,65.4,65.67,48.86,49.88,11.8,24500,1400000
2491,Mehmet Topal,187,82,34,Right,74,74,67.5,73.33,71.6,62,64.14,63.88,12,28000,1400000
2492,Maximiliano Rodríguez,173,74,39,Right,74,74,75.5,37.67,70.8,75,65.29,72.75,11.8,11000,1400000
2493,Allan McGregor,183,74,38,Right,74,74,24.5,14.33,43.2,28.67,48.57,21.12,72.6,20500,110000
2494,Evanilson,193,87,20,Right,73,87,71.5,20.33,50.2,46.67,67.43,68.12,10.2,9000,7500000
2495,Oscar Dorley,174,63,22,Left,73,83,76,66,74.2,73.67,80.57,64.62,8.6,9200,6500000
2496,Mostafa Mohamed,185,78,22,Right,73,80,68,30.33,60.2,55.33,72,68.12,9.8,,
2497,Jorge Pinos,184,79,30,Right,73,74,12,12,32.6,15.67,29,16.75,72.2,10500,2300000
2498,Guzmán Corujo,189,85,24,Right,73,80,46,77.67,61.2,58.33,67.86,37.12,9.2,11000,5500000
2499,Ali Musrati,189,83,24,Right,73,78,69,70,69.6,67.67,60.57,48,9,9300,4200000
2500,Romário Baró,180,66,20,Right,73,85,74.5,51.67,58.8,71,69.14,62.38,10.6,8000,7500000
2501,Víctor Sabanter,173,72,33,Right,73,73,64.5,73.67,70.8,67.67,73.14,51.88,11,,
2502,Jean Carlos Veria,186,81,37,Left,73,73,53,72,60.6,67.33,69.71,57.12,10.4,,
2503,Živko Živković,194,87,31,Right,73,73,16.5,9,33,18,38.43,15.62,71.8,10500,1600000
2504,Tomáš Holeš,180,73,27,Right,73,74,71,71.67,69.4,71.33,75.86,61.88,9,13000,3100000
2505,Giovanni González,173,73,26,Right,73,76,61.5,70.33,59.2,68.33,74.86,49.62,10.6,12000,3700000
2506,Dia Saba,168,70,27,Left,73,74,73.5,30,58.4,69.67,78.43,61.38,10.8,11500,3500000
2507,Matěj Hanousek,181,76,27,Left,73,74,67.5,66.67,63.2,66.67,80.29,43.38,12,13000,3200000
2508,Manor Solomon,170,67,21,Right,73,86,76,36,49.4,68,69.71,55.12,11,10500,7500000
2509,Aihen Muñoz,175,68,23,Left,73,82,70,70.33,69.2,70.67,72.29,50.25,11.8,16500,6500000
2510,Barrenetxea,175,74,18,Right,73,82,78.5,19.33,51.2,63,73.57,57.75,10.6,9200,6500000
2511,Agustín Urzi,168,61,20,Left,73,88,75,35.67,55.2,64,73,56.62,10.2,9500,7500000
2512,Boulaye Dia,180,75,23,Right,73,80,74,19.67,55.8,47.33,73.14,63.38,12,19500,6000000
2513,Lukas Rupp,178,73,29,Right,73,73,75.5,68.67,67.4,74,66.29,63.62,8.2,11000,3000000
2514,Kiril Despodov,178,69,23,Right,73,79,72.5,28,58,66.33,76.14,67.75,10,21500,4800000
2515,Youssouf Fofana,176,69,21,Right,73,79,74,70.33,71.6,65.67,72.29,58,9,26000,4900000
2516,Abdulkadir Parmak,176,70,25,Right,73,76,73.5,72.67,69.2,71.67,71.14,70.88,8.8,23000,4000000
2517,Thiago Almada,171,62,19,Right,73,89,78,41,61.4,67,76.14,68.75,9.4,8000,8000000
2518,Tomás Tavares,187,77,19,Right,73,85,74.5,70.67,72.4,62.67,72.29,48.88,10.8,5200,7000000
2519,Toma Bašić,190,82,23,Left,73,80,73.5,68.67,69.8,74.33,60.86,64.5,10.4,21000,6000000
2520,Denys Popov,187,77,21,Right,73,84,51.5,74.33,60.6,50.33,66.71,38.5,10.2,9200,6500000
2521,Julio González,177,73,28,Right,73,73,55,71,64.2,60.33,76.43,46.25,11,11000,2800000
2522,Aleš Čermák,181,75,26,Left,73,76,73.5,47.33,59.6,73,65.71,63.5,9.8,13500,4000000
2523,Pavel Bucha,176,71,22,Right,73,81,75,59.67,67,72.67,69.86,66.38,9.8,12000,7000000
2524,Bogdan Lednev,173,70,22,Left,73,82,73.5,57.67,59.8,70,65.71,71.25,12,12000,7000000
2525,Marius Bülter,188,85,27,Right,73,73,74,47.33,62.4,67.33,72.14,65,9.4,25500,3200000
2526,Ivan Šunjić,184,75,23,Right,73,80,64,74.67,70.2,60,68.14,51.12,10.6,12000,5500000
2527,Enric Gallego,189,87,34,Left,73,73,70.5,19,60.2,51,62.43,66.62,11.2,25500,1900000
2528,Altay Bayındır,198,73,22,Right,73,80,12,12.33,31.2,20,30,17.62,72.6,27500,5500000
2529,Pedro Porro,176,71,21,Right,73,82,77,70.33,67.2,68.67,69.57,56.12,9.6,49000,6500000
2530,Rafael Camacho,175,65,20,Right,73,86,77,55.67,63.2,63.33,72.29,57.75,10,9000,7500000
2531,Liberato Cacace,184,72,20,Left,73,84,73,69,70.4,68.67,80.43,61.25,10.8,6000,6500000
2532,Douglas,184,74,32,Left,73,73,72.5,23.33,57.6,46,68.43,67,9.4,9500,2500000
2533,Konstantinos Mavropanos,194,88,22,Right,73,84,47.5,75,61,50,68.29,39.12,10.2,42000,6500000
2534,Omar Fernández,166,61,27,Right,73,73,78,32,58,69,78,78,10,7800,3200000
2535,Tiago Sá,185,78,25,Right,73,78,21.5,13.33,35.2,19.33,51.29,15.38,71.8,8300,3600000
2536,Stanley Nsoki,184,83,21,Left,73,81,68.5,72.67,66.4,68.67,70.43,42,10.4,17000,6500000
2537,Alireza Beiranvand,194,81,28,Right,73,75,14.5,16.67,31,19.67,45.86,16.12,71,12500,2800000
2538,Daniel Akpeyi,189,86,34,Right,73,73,13,16.67,26.4,16.33,30.71,14.75,72.8,10500,525000
2539,Borna Barišić,186,80,27,Left,73,74,70.5,69.33,66.6,72.33,74.86,55,9.6,36000,3200000
2540,Mounir Chouiar,177,75,21,Right,73,80,76,35.67,57.6,69.67,70,67,7.2,9200,6000000
2541,Mauro Júnior,171,62,21,Left,73,80,79,46.67,63.6,65.67,68.86,66.12,9.6,10500,6000000
2542,Mikkel Damsgaard,180,71,20,Right,73,83,76.5,46,64.2,69,75.86,61.5,9.6,10500,6500000
2543,Dani Raba,184,76,24,Left,73,79,76,37.33,58.4,74,61.71,58.62,12.8,20500,4800000
2544,Borja Sánchez,186,80,24,Right,73,80,74.5,36,60.6,71,70.14,64.62,9.8,8600,6000000
2545,Rodrigo Amaral,178,81,23,Left,73,79,74.5,33,59.4,67.67,70.43,66.88,9.2,12000,4800000
2546,Zinho Vanheusden,187,78,21,Right,73,84,66.5,75.33,66.8,65.33,63.86,48.5,8.8,8800,6000000
2547,Carles Pérez,173,75,22,Left,73,84,79.5,36.33,54.2,65,72.29,64,9.6,31000,7000000
2548,Alexandros Paschalakis,197,92,31,Right,73,73,14.5,16,31.2,19.67,55.71,20,72,10500,2000000
2549,Dimitris Limnios,178,71,22,Right,73,80,75,40,56.4,64.33,71,63.88,9.4,18500,6000000
2550,Max Aarons,178,69,20,Right,73,83,73.5,71.67,68.6,64.33,73.14,40.75,9.2,6700,6500000
2551,Dennis Man,183,82,22,Left,73,82,73,40.33,63.2,67,78.29,65.75,9.2,7000,7000000
2552,Pêpê,183,69,23,Right,73,79,74,65.67,68.4,71,65.29,61.38,11.4,12000,4800000
2553,Bebeto,174,62,30,Right,73,73,68.5,71,66.4,64.67,73.43,51.38,10.4,6400,2600000
2554,Saba Lobjanidze,176,62,25,Right,73,76,73.5,22.67,56.2,63.67,76.57,63,10.4,20000,4000000
2555,Leonardo Koutris,171,72,25,Left,73,78,69,67.33,68.4,66,76.14,59,9.4,11000,4300000
2556,Maximilian Ullmann,180,65,24,Left,73,77,68.5,65,66.4,66.33,74.71,59.25,9.6,18500,4100000
2557,Pedro Sá,177,72,26,Left,73,77,66,69.67,68,63.33,70.57,56.62,7.8,7100,3800000
2558,Eduard Löwen,188,91,23,Right,73,79,72,69.67,70.2,68.67,67.43,62.62,9,28000,4800000
2559,Michael Murillo,183,75,24,Right,73,78,68,70.33,66.6,67,79.71,54.25,11.4,14000,4300000
2560,Luther Singh,171,63,23,Right,73,80,74,28,54.4,59,71.14,65.62,7.8,11500,6000000
2561,Amir Abedzadeh,186,80,27,Right,73,75,12.5,13.67,30.8,20,36,17.12,71.6,6900,2800000
2562,Yuri Ribeiro,175,74,23,Left,73,79,71,70.67,70,69.67,73.71,54.25,11.4,29500,4500000
2563,Sean Longstaff,180,65,22,Right,73,83,71.5,62.33,66.2,69,65.86,63.12,10.6,26000,7000000
2564,Kim Min Jae,190,78,23,Right,73,80,59.5,72,64.8,59.33,75.86,34.12,11.2,8800,5500000
2565,James Léa Siliki,183,73,24,Left,73,78,75.5,70.33,69.8,74.67,69,67.38,11.4,28500,4600000
2566,Michel Aebischer,185,76,23,Right,73,82,73,63,67.2,71.67,71.14,61.12,11.6,16000,6500000
2567,Isak Pettersson,181,80,23,Left,73,80,13.5,16.67,32.4,44,46.57,17.38,73.4,4000,5000000
2568,Fodé Ballo-Touré,182,60,23,Left,73,79,71.5,68.33,66.4,70.67,75.14,53,10.8,27500,4500000
2569,Santiago Cáseres,177,75,23,Right,73,81,70.5,72.67,67.4,67.33,68.29,54.75,10,18500,6500000
2570,Eduard Atuesta,180,71,23,Right,73,81,74.5,67.33,69.2,68,65.86,56.75,12.8,5700,6500000
2571,Pedro Aquino,175,71,25,Right,73,77,67,69,68.6,66,73.14,53.75,9.6,17000,3800000
2572,Sergio Peña,178,69,25,Right,73,77,75,49.33,61.8,77,63.14,68.88,9.2,6000,4400000
2573,Ovie Ejaria,186,74,22,Right,73,82,80.5,65,66.4,68.67,67,59.75,11.8,11000,7000000
2574,Roberto Soira,187,83,24,Right,73,73,66,76.67,62.6,49,53.43,55.75,9.6,14500,3100000
2575,Nildo Reisão,191,90,24,Right,73,73,47.5,76,66,66,60.86,41.62,9.8,20500,3100000
2576,Jorge Praceira,180,74,28,Right,73,75,62,76,59.2,58.33,68,48.75,45.8,13500,3100000
2577,Marlion Simões,180,75,28,Left,73,73,69,71,67,56,79.43,56.25,10.8,11000,2800000
2578,Enzo Merques,187,76,24,Left,73,73,74.5,68.33,71.8,70.33,69.57,67.62,11.2,16500,3200000
2579,Reinildo,180,73,26,Left,73,76,72.5,72,70.6,60,73.43,49.75,9.8,24000,3700000
2580,Patrick Burner,170,65,24,Right,73,77,71,72.67,64.2,69.33,73.86,56,11.8,14500,4100000
2581,Carlos Acevedo,184,74,24,Right,73,81,12,14.67,30.2,16.33,35.14,16.38,72,12500,6000000
2582,Jerdy Schouten,185,74,23,Right,73,80,74.5,68.67,69.2,67.33,65.86,53.75,8.6,19500,5500000
2583,David Terans,171,71,26,Left,73,74,72.5,31.33,66,66,66,66,9.2,14500,3700000
2584,Guilherme,180,65,25,Right,73,76,74.5,21.67,52.4,61.33,73.14,66.25,10.6,13000,4000000
2585,Yan Brice Eteki,182,76,23,Right,73,81,69,69.67,68.2,66.67,71.14,50.25,9.4,16000,6500000
2586,László Bénes,181,72,23,Left,73,79,75.5,44.67,60,77.33,62.29,68.25,9.8,24000,4900000
2587,Didier Lamkel Zé,193,79,24,Right,73,78,76.5,46.33,65,69.33,73.86,67.5,10.8,15000,4600000
2588,Oualid El Hajjam,180,72,29,Right,73,73,72.5,70,67.4,69.67,70.71,48.25,10.2,7300,2700000
2589,Carlos Quintana,190,88,32,Left,73,73,51.5,74,61.2,52.33,60.14,39.25,10.2,10500,2000000
2590,Vágner Corraldo,175,70,20,Left,73,73,67.5,72,68,63,71.14,60.88,11.6,8400,3100000
2591,Júnior Morais,176,77,34,Left,73,73,71,69.67,68.8,67.33,70.43,64.38,12.6,11500,1600000
2592,Jens Petter Hauge,184,75,20,Right,73,82,73,73,73,73,73,73,9.4,4300,6500000
2593,Alexandr Maksimenko,187,82,22,Left,73,83,15,14.33,26.4,18.67,46.57,14.75,71.8,8600,6000000
2594,Miha Zajc,179,76,26,Right,73,76,73,54.33,62.2,73,66.57,69,9.8,45000,4000000
2595,Rasmus Kristensen,186,75,23,Right,73,79,66,67,70.2,69.67,73.86,55.12,8.8,17000,4600000
2596,Chris Mepham,191,75,22,Right,73,81,62,74,64,56.67,66.86,42.75,11.6,9500,6500000
2597,Yu Kobayashi,177,72,33,Right,73,73,72.5,24.67,59,66,71.43,68.38,11.4,12000,2500000
2598,Mathias Pereira Lage,180,67,23,Right,73,80,73,31.67,57,71.67,78,68.62,9.2,16500,6000000
2599,Gen Shoji,182,76,27,Right,73,75,55,75,63.6,60.33,73.86,43.25,9.8,10000,3200000
2600,Chidozie Awaziem,189,78,23,Right,73,80,60,73.67,64,49,66,40.5,11,8500,5500000
2601,Fernando Zampedri,185,83,32,Right,73,73,71,25,59.2,53,68,64.25,9.4,15500,2500000
2602,Claudio Bravo,170,69,23,Left,73,82,73.5,72.67,66.4,65.33,71.14,48.5,11.6,10000,6500000
2603,Ritsu Doan,172,70,22,Left,73,81,76.5,39,57,70,69.71,64,9.2,12500,7000000
2604,Diego Zabala,172,64,29,Right,73,73,73,40.67,50,72,71,67.38,11.8,14500,3100000
2605,Cristian Romero,185,79,22,Right,73,80,46.5,73.33,65.2,44,67.43,40.88,9.4,29000,5500000
2606,Federico Ricca,178,73,25,Left,73,76,68,72.33,68.6,66.67,72.57,43.75,9.6,17000,3700000
2607,Timothy Fosu-Mensah,185,78,22,Right,73,81,65,72.33,68.6,66.33,74,56.5,9,55000,6500000
2608,Toni Lato,171,64,22,Left,73,81,70.5,69.67,67.2,75.33,69.43,56,9.6,19500,6500000
2609,Saman Ghoddos,177,79,27,Right,73,73,72.5,41.33,64,66.33,75.14,70.38,9.8,6500,3300000
2610,Romain Del Castillo,172,65,24,Left,73,77,78.5,38.67,64,70,72.86,70.25,10.2,31000,4400000
2611,Marc Navarro,188,79,25,Right,73,78,67,74,64.8,71.67,58.14,54.62,9.2,12000,4300000
2612,Jeison Lucumí,178,75,25,Right,73,76,76,23.67,61.2,66.33,69.43,55.12,9.4,15500,4000000
2613,James Justin,183,80,22,Right,73,81,70.5,70,64.2,67.67,71.43,50.25,9,42000,6500000
2614,Axel Tuanzebe,185,75,22,Right,73,81,70,74,68.8,65.67,73.14,44.62,8.6,55000,6500000
2615,Grady Diangana,180,73,22,Left,73,84,77,25,52.8,65.33,70.43,52.62,9,50000,7000000
2616,Romain Perraud,173,68,23,Left,73,79,70.5,71,71.2,68.33,70,66.12,9.4,12000,4600000
2617,Jhon Lucumi,183,84,22,Left,73,81,62,73.67,65.6,61.67,69.86,35.12,8.4,10500,6500000
2618,Jamiro Monteiro,175,72,26,Right,73,76,76,62.33,70.8,71.33,73,59.88,7.4,7300,4000000
2619,Christian Bassogog,173,72,24,Left,73,76,76,37.67,57.8,56.33,85.29,68.62,8,11000,4200000
2620,Silvan Hefti,182,78,22,Right,73,84,64,69.67,65.4,66,76.57,50,9.8,14500,6500000
2621,Nejc Skubic,178,75,31,Right,73,73,70,71.67,70.2,68.67,71,56.75,10.4,13500,2200000
2622,Casimir Ninga,186,81,27,Right,73,73,70.5,23,60,65,81.29,67.88,10,19000,3200000
2623,Carlos de Pena,177,72,28,Left,73,73,72.5,26.33,52.2,73.67,67,51.75,11.2,14500,3100000
2624,Josip Mišić,184,79,26,Right,73,75,75.5,59.67,68.4,71,68.29,68.38,9,14000,3700000
2625,Filip Krovinović,177,70,25,Right,73,78,75.5,56,71,72.33,64.57,65.75,9.4,9400,4600000
2626,Duván Vergara,172,65,24,Right,73,79,72,34.33,56.2,62.67,79.14,58.88,8.8,13500,4800000
2627,Adriel D'Avila Ba Loua,170,64,24,Left,73,78,74.5,22,55.2,70.67,75.71,60.25,11.2,13500,4600000
2628,Nuno da Costa,182,70,29,Right,73,73,77,17.33,58.6,63,73.57,64.62,10.8,43000,3000000
2629,Alan Mozo,175,71,23,Right,73,80,68.5,69.67,64.2,67,76.14,43.75,9.4,9200,6000000
2630,Mijat Gaćinović,175,67,25,Right,73,78,79.5,64,69,71.67,71.86,59.25,10.8,24500,4500000
2631,Fabri Arnoia,175,73,28,Right,73,73,73,19.33,58.2,65,70.71,61.38,11.2,16000,3100000
2632,Alvildo Sousa,183,79,24,Right,73,73,74.5,26.33,62.6,69.67,66.86,69.38,11.8,10000,3500000
2633,Leo Caldeirinha,175,75,24,Left,73,73,75,23.67,60.2,70.67,70.86,72.38,15.4,10000,3500000
2634,Marlon Nideiro,169,66,24,Right,73,73,74.5,30,60.2,68.67,70.71,63.12,8.6,19500,3500000
2635,Thio Rolim,169,67,24,Left,73,73,73.5,39.33,56,69,69.29,61.38,10.2,13500,3500000
2636,Claudiosa Paes,175,75,32,Right,73,73,76.5,51.33,55.2,69,72.86,56.88,9.8,15500,2400000
2637,Marcos Paneira,182,73,20,Right,73,73,68.5,75.67,64,68.33,62.14,53.25,9.4,7600,3000000
2638,Rodolfo Pittaça,179,77,20,Left,73,73,66.5,36.33,69.4,70,65.14,70.12,10.4,11500,3500000
2639,Luis Couprins,177,72,20,Right,73,73,59,71,67,65,70.14,65.38,11.6,8400,3000000
2640,Dagoberto Esteiro,178,75,24,Left,73,73,67.5,20.33,53.6,49.67,62.43,64.75,11,13500,3600000
2641,Sandelas Júnior,183,78,28,Left,73,73,64,71,66.8,66,66.29,55,12.6,20000,2700000
2642,Brenito Duarte,181,72,28,Right,73,73,73.5,38.67,60,69,68.43,66.75,10,14500,3100000
2643,Fabrio Farinha,177,72,28,Left,73,73,76,42.33,61.4,75.33,68,62.12,11.2,27500,3100000
2644,Enaldo Toxeto,181,79,36,Left,73,73,65,71.67,65.6,67,68.57,56.62,10.4,14500,550000
2645,Silvosinho,177,73,24,Right,73,73,64.5,71.33,65.4,69.67,68.29,58.25,8.8,16500,3200000
2646,Tramontinaldo,175,71,24,Right,73,73,66.5,75.33,59.8,73.67,65.71,57.38,8.8,10000,3200000
2647,Jeff Meirson,179,77,28,Left,73,73,58.5,71.33,67.6,70,68.86,59.88,9.4,17500,2800000
2648,Jonas Damasto,177,69,24,Left,73,73,59,73,55.6,64.33,74.86,49.12,11,9200,3200000
2649,Emu Teixeira,180,81,36,Right,73,73,54.5,71,65.8,59.67,71.86,41.88,11.8,9200,550000
2650,Michel Cruceiro,185,82,28,Left,73,73,66.5,69.67,68.6,70.67,63.14,67.25,10,13500,2700000
2651,Guto Costinho,179,77,32,Left,73,73,62,74,64,56.67,67.14,42.75,11.6,13000,2000000
2652,Nicolás Formido,183,77,20,Left,73,73,74.5,22.67,66.2,74,66,69.38,8.8,15500,3400000
2653,Juliano Mascarinhas,183,80,24,Right,73,73,63,73,70.2,67.33,68.14,52.75,10.6,17500,3100000
2654,Caio Chissano,173,74,32,Left,73,73,69.5,73,61,69,70.86,40.88,10.4,13000,2100000
2655,Lúcio Calegario,169,69,28,Left,73,73,70.5,70,71.2,70.33,72.43,58.62,12.8,14500,3000000
2656,Osvaldo Lodeiro,185,81,20,Right,73,73,53.5,76,64,57.67,63.29,53.88,9.6,12000,3000000
2657,Hugo Goiteira,190,88,28,Right,73,73,52.5,72.33,63.8,59,53.29,53.12,12,11000,2600000
2658,Freder Cabral,188,83,28,Right,73,73,21,13.67,36.2,16.33,45,19.25,72.2,20500,2200000
2659,Jaim Abra,188,81,28,Right,73,73,17.5,17.33,34.2,18,49.57,19,72.6,14500,2200000
2660,Youssef Aït Bennasser,184,74,24,Right,73,77,77.5,65.67,68.2,75.33,67.43,61.12,9.2,31000,4300000
2661,Rade Krunić,184,74,26,Right,73,74,77,66,66.2,73.33,68.57,71.5,11.8,28000,3600000
2662,Alexander Barboza,192,88,25,Left,73,78,62.5,72.33,67.2,60,63.14,58,10.2,13500,4000000
2663,Bryan Heynen,182,74,23,Right,73,79,73,66.33,71.6,71.33,68.57,63.5,8.6,12000,4800000
2664,Miloš Degenek,187,82,26,Right,73,78,61,71.33,70.8,70,78.57,61.62,11,,
2665,Mykola Matvienko,181,76,24,Left,73,80,57.5,76,67.6,65,73.29,43.12,9,11000,5500000
2666,Antonee Robinson,183,70,23,Left,73,82,72,70.33,62.2,52,78,40.5,11.8,50000,6500000
2667,Thomas Ouwejan,178,72,24,Left,73,78,72.5,68,69.8,70.67,71.71,55.62,10.2,7300,4300000
2668,Dalbert,181,70,27,Left,73,73,75,71.33,69.2,72,76.14,56.38,8.6,60000,3300000
2669,Aminu Umar,174,72,25,Right,73,75,75.5,44.67,66.2,68,75.57,58.25,8.6,12000,3800000
2670,Selim Amallah,186,82,23,Right,73,79,75,55.33,67.4,70.33,69.29,67.38,11,12000,4800000
2671,Yohan Boli,181,78,26,Right,73,75,72,34,63.6,57.33,77.14,67.75,10.4,,
2672,Jhon Murillo,171,66,24,Right,73,79,74.5,27,55.2,59.67,78.29,61.88,9.6,6100,4800000
2673,Viktor Kovalenko,182,76,24,Right,73,80,74,57.67,64.8,71,75,69.88,10.6,12000,6000000
2674,Leonardo Godoy,173,70,25,Right,73,78,73,68.33,74.2,68.67,73.86,50.62,9.2,11000,4200000
2675,Mërgim Vojvoda,186,81,25,Right,73,77,70,71.67,68.2,69.67,68.57,53.75,9.6,27500,3900000
2676,Mohamed El Shenawy,191,86,31,Right,73,73,17,19.67,34.6,28.33,52.57,23,71.2,,
2677,Cristian Guanca,177,78,27,Left,73,74,73,35.33,61,68.67,73.57,63.12,10.4,26500,3500000
2678,Carlos González,183,80,27,Left,73,74,68.5,28.33,57.4,52,67.43,63.5,10.6,12500,3600000
2679,Daniel Álvarez,176,75,26,Right,73,74,74.5,28,49.8,71.33,77,60.62,12.8,7500,3600000
2680,Lucas Gamba,170,70,33,Right,73,73,75.5,24.33,54.2,67,79.71,67.38,9.6,15500,1900000
2681,Ianis Hagi,182,72,21,Right,73,82,74,34,58,68.67,72,65.5,11.8,29000,7000000
2682,Younes Namli,180,70,26,Left,73,76,78.5,42,60.8,69.33,67.57,61.12,12,7300,4000000
2683,Jorge Carrascal,179,70,22,Right,73,84,78,40.67,63.8,69.33,67.71,66.12,9.8,12000,7000000
2684,Jean-Kévin Augustin,177,69,23,Right,73,79,79.5,25.67,55.6,60.67,71.71,62.38,9.2,34000,4900000
2685,Pedro Gallese,189,79,30,Right,73,73,20.5,20.33,38.8,25.33,48.14,21.62,70.8,5400,2000000
2686,Karlan Grant,182,70,23,Right,73,81,73,33.33,53.8,57,78,68.62,12.6,20000,7000000
2687,Leonardo Suárez,167,60,24,Left,73,79,77.5,18.67,52,73,65.71,65.62,10.6,25500,4800000
2688,Bruno Gaspar,180,69,27,Right,73,74,75,69.33,67.2,68,76.86,57.38,8.8,9900,3200000
2689,Andrés Ibargüen,168,63,28,Right,73,73,76,32,55.6,65.67,75.29,56.12,10.8,31000,3100000
2690,Sinan Gümüş,179,71,26,Left,73,74,74.5,32.67,58.2,66,73,66,10.8,45000,3600000
2691,Jhon Duque,174,68,28,Right,73,74,63.5,70,71.6,59.33,69.71,44.25,9.8,13500,2900000
2692,Gaetano Castrovilli,179,72,23,Right,73,81,80,60.67,64.8,75,64.14,53.5,12.6,32000,6500000
2693,Adrián Marín,181,73,23,Left,73,82,71,73.33,66.2,67,67,48,10.6,14500,6500000
2694,Ola Aina,184,82,23,Right,73,80,74,71,68.6,71,79.57,58.62,10,27500,6000000
2695,Yan Junling,191,83,29,Right,73,75,20.5,13,38.2,25.33,53.43,20.88,71,8800,2500000
2696,Rico Henry,170,66,23,Left,73,80,70,69.33,68.4,61,85,39.62,11,26500,6000000
2697,Walter Montoya,173,72,27,Right,73,73,73.5,53,61.8,68.33,73,57.88,11.8,44000,3300000
2698,Víctor Salazar,175,67,27,Right,73,74,67.5,69,63.8,63,80.29,44.5,11.4,15500,3200000
2699,Haris Belkebla,177,68,26,Right,73,76,73,69,68,67.67,66.29,53.75,13.4,14500,3600000
2700,Bingourou Kamara,193,84,23,Right,73,82,20,12.33,34.2,14,49.86,20.88,72.4,13500,6000000
